campaign_id,customer_id,campaign_name,channel,device_type,send_date,opened,clicked,converted,revenue_usd
CMP617 ,CUST8101,SUMMER SALE, Email,Mobile,8/29/2024,no ,Yes,yes ,122.3
CMP666 ,CUST3878,holiday promo , Email,desktop,10/31/2024,no , yes , no,222.28
CMP173 ,CUST6459,SUMMER SALE, Email,mobile ,10/14/2024,No,Yes,Yes,135.29
CMP483 ,CUST9051,Black Friday, Email,desktop,9/13/2024,no ,no,yes ,123.71
CMP172 ,CUST7697,Summer Sale,Email,desktop,11/24/2024,No,no,yes ,11.21
CMP600 ,CUST7032, new product launch ,Email,Tablet,6/27/2024,no ,No,No,179.7
CMP932 ,CUST6921,New product launch,Email,Tablet,9/1/2024, yes,, no,
CMP353 ,CUST3644,Summer Sale,Email,tablet ,12/14/2024,no ,no,,293.06
CMP293 ,CUST7929,SUMMER SALE, Email,Desktop,2/11/2024,,, no,95.38
CMP521 ,CUST2456, summer sale,EMAIL ,tablet ,10/27/2024, yes,No, no,137.53
CMP272 ,CUST9056,Summer Sale,Email,Mobile,12/23/2024,,no,yes ,139.95
CMP483 ,CUST4053, new product launch ,email,mobile ,8/8/2024,No,,Yes,246.2
CMP317 ,CUST4041,Holiday Promo,Email,Tablet,8/18/2024,No, yes , no,112.38
CMP739 ,CUST2789,New product launch,email,Mobile,8/13/2024,Yes,no,Yes,142.32
CMP130 ,CUST4846,Black friday, Email,Tablet,5/21/2024,Yes,Yes,yes ,168.63
CMP908 ,CUST1685, summer sale,email,Moble,1/4/2024,no ,,,134.93
CMP584 ,CUST6521,New Product Launch, Email,Desktop,5/16/2024, yes, yes ,No,84.29
CMP487 ,CUST1937,Holiday  Promo,EMAIL ,tablet ,7/3/2024,Yes,no, no,135.53
CMP225 ,CUST9693,holiday promo ,email,Desktop,3/12/2024,,no,,
CMP103 ,CUST6278,Summer Sale,EMAIL ,tablet ,7/30/2024, yes,no,No,37.88
CMP856 ,CUST2333,Holiday  Promo, Email,desktop,11/6/2024,no , yes ,,130.64
CMP990 ,CUST9520,New Product Launch,Email,mobile ,4/9/2024,Yes, yes ,,63.99
CMP556 ,CUST2895,Black friday,email,mobile ,8/27/2024,No,Yes,Yes,215.6
CMP129 ,CUST3625,Holiday  Promo, Email,tablet ,8/10/2024,No, yes , no,0
CMP239 ,CUST9757,New product launch, Email,Mobile,12/9/2024,No,,,75.29
CMP486 ,CUST7252,New product launch, Email,tablet ,2/3/2024,No, yes ,Yes,150.18
CMP191 ,CUST6574, new product launch ,email,Tablet,5/28/2024,, yes ,No,245.24
CMP690 ,CUST1027,holiday promo ,Email,Moble,6/9/2024,No,no, no,114.74
CMP916 ,CUST3069, black friday,email,Mobile,6/12/2024,Yes,, no,75.58
CMP403 ,CUST4586,Black friday, Email,mobile ,6/10/2024,No,Yes,,270.49
CMP805 ,CUST3022,holiday promo , Email,Tablet,6/12/2024,no , yes , no,4.16
CMP441 ,CUST3501, new product launch ,email,tablet ,1/31/2024,Yes,No, no,0
CMP934 ,CUST3608,Summer Sale, Email,Desktop,7/19/2024,no , yes , no,155.2
CMP844 ,CUST5637,holiday promo ,email,Tablet,7/19/2024,no ,Yes,No,79.84
CMP694 ,CUST1886, new product launch ,EMAIL ,desktop,6/14/2024,,No, no,38.3
CMP248 ,CUST4436,Holiday Promo,email,Tablet,12/22/2024, yes,,Yes,176.67
CMP979 ,CUST3418,Black Friday, Email,Tablet,12/13/2024,Yes,Yes,yes ,139.5
CMP153 ,CUST2922, black friday,EMAIL ,Moble,8/30/2024,No,no,No,74.87
CMP506 ,CUST9005,holiday promo ,email,Tablet,1/18/2024,Yes,no, no,17.58
CMP555 ,CUST7018,Summer Sale,Email,Mobile,5/20/2024,Yes,no,,189.8
CMP686 ,CUST8856,holiday promo ,Email,tablet ,4/25/2024,no ,no, no,
CMP201 ,CUST6328, summer sale,email,desktop,6/1/2024,no ,,,112.07
CMP631 ,CUST9830, new product launch ,Email,tablet ,9/28/2024,Yes,No,,267.73
CMP668 ,CUST8327,Holiday  Promo,Email,Mobile,12/21/2024,,No,No,34.39
CMP971 ,CUST1573, summer sale,Email,Moble,2/14/2024, yes,,No,0
CMP773 ,CUST1001,Holiday Promo,EMAIL ,Mobile,8/4/2024, yes,, no,64.65
CMP811 ,CUST6127, black friday,EMAIL ,Moble,3/12/2024,,No,Yes,116.35
CMP342 ,CUST1601,Holiday Promo,email,Desktop,12/5/2024,No,,,139.47
CMP384 ,CUST3105, new product launch , Email,Mobile,4/20/2024, yes, yes , no,100.7
CMP509 ,CUST8472, summer sale,EMAIL ,Tablet,11/28/2024,No,,No,148.16
CMP375 ,CUST4156, new product launch ,EMAIL ,Moble,2/6/2024,,No, no,19.88
CMP906 ,CUST8104,Black Friday,Email,Moble,3/19/2024,Yes, yes ,Yes,235.5
CMP661 ,CUST7664, summer sale,EMAIL ,Tablet,9/29/2024, yes, yes ,yes ,113.43
CMP331 ,CUST5483,Summer Sale,Email,desktop,3/15/2024,no ,Yes,Yes,209.38
CMP996 ,CUST6022,New Product Launch, Email,Mobile,3/30/2024, yes,,yes ,147.42
CMP201 ,CUST1785,SUMMER SALE,EMAIL ,tablet ,10/9/2024,No, yes ,,156.54
CMP970 ,CUST7597,Black friday,email,Desktop,10/9/2024,,No,No,165.58
CMP853 ,CUST5380,Summer Sale,EMAIL ,Tablet,3/14/2024,,no, no,155.82
CMP462 ,CUST8678, black friday,EMAIL ,Desktop,4/3/2024,,No,yes ,171.42
CMP412 ,CUST7660,Holiday  Promo,Email,Tablet,11/21/2024,Yes,No,Yes,226.33
CMP186 ,CUST5683, black friday, Email,tablet ,3/25/2024,no ,,No,135.72
CMP801 ,CUST9722, new product launch ,Email,desktop,9/2/2024,,No,Yes,176.72
CMP647 ,CUST6653,Holiday Promo,Email,Moble,12/31/2024,No,,No,112.82
CMP959 ,CUST3184, black friday,EMAIL ,Mobile,3/30/2024,no ,no,No,235.21
CMP446 ,CUST5092, black friday,Email,Desktop,7/10/2024,no , yes ,yes ,65.89
CMP746 ,CUST7449,Holiday Promo,EMAIL ,Tablet,4/19/2024,Yes,no,,
CMP106 ,CUST8542,Holiday  Promo,EMAIL ,Desktop,9/6/2024,Yes, yes ,No,116.79
CMP203 ,CUST8058,Black friday,email,Mobile,7/24/2024,,No, no,5.54
CMP107 ,CUST3549,New product launch,EMAIL ,mobile ,3/4/2024,no , yes ,yes ,130.25
CMP286 ,CUST9788,holiday promo ,Email,desktop,7/5/2024,No,No,yes ,65.52
CMP991 ,CUST4251, summer sale,email,Desktop,8/10/2024,No,no, no,
CMP264 ,CUST4260,Black friday,EMAIL ,Mobile,6/18/2024,no ,, no,67.79
CMP432 ,CUST7551, black friday, Email,mobile ,12/15/2024,Yes,Yes,No,84.31
CMP113 ,CUST4874,Summer Sale,EMAIL ,desktop,3/20/2024,no ,no,yes ,0
CMP879 ,CUST8027,Holiday Promo,email,Tablet,5/24/2024,No,No,yes ,83.82
CMP817 ,CUST5052,New product launch, Email,mobile ,2/28/2024,Yes,,,0
CMP975 ,CUST3436,Holiday Promo,Email,mobile ,4/2/2024,Yes, yes ,No,0
CMP731 ,CUST4270, summer sale,Email,desktop,3/15/2024,, yes ,No,180.83
CMP590 ,CUST2005, black friday, Email,Tablet,4/23/2024, yes,Yes,yes ,182.86
CMP459 ,CUST7849,Holiday Promo,EMAIL ,Mobile,7/5/2024,Yes,Yes,Yes,154.04
CMP317 ,CUST5674,Black friday,EMAIL ,Moble,12/4/2024,no ,No,yes ,42.64
CMP411 ,CUST2827, summer sale,Email,Tablet,9/8/2024,No, yes ,yes ,116.18
CMP703 ,CUST9664,New Product Launch,EMAIL ,mobile ,7/4/2024,No,, no,119.71
CMP233 ,CUST2971,Summer Sale,email,mobile ,2/14/2024,Yes,Yes,,27.33
CMP842 ,CUST8769,Holiday Promo,email,Mobile,11/12/2024,No,no,,240.27
CMP998 ,CUST6690,Holiday  Promo, Email,Tablet,12/30/2024,no ,Yes, no,190.19
CMP615 ,CUST1358,SUMMER SALE,EMAIL ,Tablet,8/2/2024, yes,Yes,,102.32
CMP810 ,CUST4116, new product launch , Email,desktop,2/1/2024,,Yes,No,122.15
CMP493 ,CUST7393,Black Friday,EMAIL ,mobile ,8/12/2024,Yes,No,,136.67
CMP109 ,CUST9401,Black friday,EMAIL ,Desktop,4/21/2024, yes, yes ,,0
CMP146 ,CUST9741,Holiday Promo,EMAIL ,Mobile,3/1/2024, yes,No,yes ,100.23
CMP354 ,CUST4440, black friday,Email,Mobile,1/27/2024,, yes ,yes ,65.44
CMP662 ,CUST5326, new product launch ,email,desktop,2/12/2024, yes,Yes,Yes,39.87
CMP386 ,CUST3895,holiday promo ,Email,Moble,7/1/2024,no , yes ,,97.51
CMP552 ,CUST4614,Holiday  Promo,EMAIL ,mobile ,10/9/2024,No,no,No,263.81
CMP590 ,CUST2535,Black friday,email,desktop,8/10/2024,No,No,,171.27
CMP284 ,CUST5621,Summer Sale,EMAIL ,mobile ,9/8/2024,no ,,No,74.31
CMP536 ,CUST5018,Black friday, Email,Mobile,2/5/2024,No,Yes,,165.81
CMP121 ,CUST2802,Summer Sale,Email,mobile ,2/21/2024,Yes, yes ,No,231.95
CMP911 ,CUST1153, summer sale,EMAIL ,tablet ,11/17/2024,No,No, no,193.97
CMP935 ,CUST3672,holiday promo ,EMAIL ,desktop,10/15/2024,No,Yes,,124.77
CMP656 ,CUST3016,Summer Sale,Email,Mobile,12/20/2024, yes,Yes,,68.25
CMP329 ,CUST1393,Holiday Promo, Email,desktop,7/31/2024, yes, yes ,No,175.86
CMP832 ,CUST2841,Black friday,email,Mobile,12/16/2024,Yes, yes ,yes ,151.48
CMP221 ,CUST6906, summer sale,Email,Moble,2/9/2024,No,no,,191.62
CMP795 ,CUST7967,SUMMER SALE,EMAIL ,Moble,6/20/2024, yes,Yes,yes ,170.81
CMP371 ,CUST2251,Summer Sale,email,tablet ,9/12/2024, yes,No, no,203.96
CMP904 ,CUST8838, summer sale,Email,Moble,8/16/2024, yes,No,Yes,77.18
CMP286 ,CUST7308,Holiday  Promo,EMAIL ,desktop,6/14/2024,no ,no,,225.39
CMP921 ,CUST5028,Black Friday, Email,Moble,11/21/2024,,, no,135.81
CMP335 ,CUST7301, summer sale, Email,Moble,9/29/2024,Yes,No,yes ,286.02
CMP971 ,CUST1281,Holiday  Promo, Email,mobile ,1/2/2024,Yes, yes ,yes ,64.86
CMP247 ,CUST7898,Holiday Promo,email,tablet ,3/12/2024,Yes,No,Yes,258.88
CMP486 ,CUST1431, new product launch , Email,Desktop,12/22/2024,Yes,,Yes,135.83
CMP991 ,CUST3591,Summer Sale,email,Desktop,9/1/2024,Yes,No,Yes,67.89
CMP933 ,CUST7823,SUMMER SALE,email,desktop,1/7/2024,, yes , no,81.29
CMP554 ,CUST1216,holiday promo ,Email,mobile ,7/29/2024,Yes,,No,94.37
CMP505 ,CUST7940,New product launch, Email,Moble,9/14/2024,,,yes ,153.93
CMP260 ,CUST5453, summer sale, Email,mobile ,12/29/2024,no ,,Yes,161.83
CMP942 ,CUST2264, new product launch , Email,desktop,4/22/2024,no ,no,No,74.1
CMP762 ,CUST7950,Holiday Promo,EMAIL ,Mobile,1/28/2024,Yes, yes ,,118.05
CMP388 ,CUST3666, black friday,Email,Mobile,6/20/2024,,Yes,yes ,
CMP753 ,CUST1530,Holiday Promo,EMAIL ,Mobile,4/6/2024,,no,Yes,258.2
CMP416 ,CUST1138,Holiday  Promo,EMAIL ,desktop,1/25/2024,No, yes , no,154.91
CMP819 ,CUST2595,Holiday  Promo, Email,Tablet,7/1/2024,Yes,,No,123.04
CMP491 ,CUST8814,New Product Launch,Email,Desktop,1/13/2024,No,no,Yes,129.6
CMP835 ,CUST4794,Holiday Promo,email,tablet ,11/16/2024,,,,169.08
CMP887 ,CUST6593,Black friday,email,Desktop,11/29/2024, yes,, no,38.18
CMP892 ,CUST7350,Holiday Promo,email,Moble,1/21/2024,No,, no,99.41
CMP246 ,CUST6071, black friday,Email,desktop,2/19/2024,no , yes ,No,0
CMP386 ,CUST6952,Holiday  Promo,Email,Mobile,5/31/2024,no , yes , no,151.94
CMP552 ,CUST3301, summer sale, Email,Mobile,5/11/2024, yes,no, no,171.78
CMP232 ,CUST8222,Holiday  Promo,EMAIL ,Desktop,11/13/2024,no ,, no,81.35
CMP798 ,CUST1699,New Product Launch,Email,Tablet,5/14/2024,,Yes,No,245.92
CMP262 ,CUST7541, summer sale,email,desktop,2/23/2024,Yes, yes , no,21.94
CMP937 ,CUST8616, summer sale,Email,mobile ,8/27/2024,no ,no,No,2.85
CMP424 ,CUST6610,New Product Launch, Email,mobile ,7/24/2024,Yes, yes , no,137.96
CMP581 ,CUST3384,New product launch,email,Desktop,1/20/2024,,no,Yes,203.77
CMP584 ,CUST4496,Summer Sale,email,tablet ,7/4/2024,no , yes ,yes ,254.71
CMP245 ,CUST2134,holiday promo , Email,Mobile,11/21/2024,no ,no,,83.29
CMP365 ,CUST4015,Summer Sale,Email,desktop,4/19/2024, yes,No,No,206.29
CMP593 ,CUST8790, black friday,email,Tablet,6/27/2024, yes,, no,116.92
CMP711 ,CUST4253, summer sale,email,Desktop,1/6/2024,Yes,No, no,106.19
CMP424 ,CUST2861,New product launch, Email,Desktop,3/16/2024,Yes,no,No,190.69
CMP692 ,CUST2596,Summer Sale,email,Tablet,11/20/2024,no ,,No,172.19
CMP456 ,CUST4436,Holiday Promo,Email,Desktop,11/3/2024,Yes, yes ,yes ,0
CMP227 ,CUST9177,New product launch, Email,desktop,9/14/2024, yes, yes ,,238.12
CMP883 ,CUST6502, summer sale,email,desktop,8/6/2024, yes,No,,230.41
CMP546 ,CUST7251,holiday promo , Email,Tablet,10/31/2024,,Yes,Yes,69.95
CMP116 ,CUST7738, summer sale, Email,Tablet,2/23/2024,Yes,no,,151.66
CMP783 ,CUST5749,Black Friday,email,mobile ,10/24/2024,,no,Yes,159.52
CMP227 ,CUST6744,Black friday, Email,tablet ,4/10/2024,Yes, yes ,No,140.85
CMP774 ,CUST5333,holiday promo , Email,Tablet,9/16/2024,Yes,no,Yes,75.98
CMP909 ,CUST7134, black friday,EMAIL ,Desktop,1/8/2024,,no,No,
CMP297 ,CUST7444,Summer Sale, Email,mobile ,10/11/2024,No,no,yes ,117.96
CMP336 ,CUST2631, new product launch ,email,Moble,9/21/2024,,no,yes ,213.82
CMP430 ,CUST4338, summer sale,Email,Mobile,10/10/2024,Yes,,No,163.49
CMP656 ,CUST2290,New Product Launch, Email,Mobile,1/15/2024,no , yes ,No,90.35
CMP327 ,CUST5864,Holiday Promo,email,Tablet,5/2/2024, yes,Yes,yes ,181.74
CMP742 ,CUST1379,New product launch,Email,Mobile,2/12/2024,,Yes,Yes,0
CMP284 ,CUST2520, summer sale, Email,tablet ,3/13/2024,No,no,Yes,211.9
CMP523 ,CUST2205,Black friday,Email,mobile ,9/8/2024,no , yes , no,0
CMP110 ,CUST3927,New product launch,Email,Mobile,3/23/2024, yes,no,,91
CMP262 ,CUST9548, new product launch ,EMAIL ,Mobile,11/3/2024,,Yes,,30.43
CMP879 ,CUST3496,Holiday Promo,EMAIL ,Mobile,1/12/2024,Yes, yes ,No,16.43
CMP808 ,CUST3073,holiday promo ,EMAIL ,desktop,4/22/2024,Yes, yes ,,212.87
CMP863 ,CUST9123,Black Friday, Email,mobile ,11/29/2024,No,No,yes ,82.58
CMP912 ,CUST6105,SUMMER SALE,email,Tablet,7/20/2024,no ,no, no,147.72
CMP935 ,CUST6222,New Product Launch,Email,Moble,11/1/2024,no ,No,,116.25
CMP747 ,CUST2052,Black friday,email,Mobile,6/29/2024, yes,, no,158.16
CMP998 ,CUST9691,Holiday  Promo, Email,Mobile,5/30/2024,No, yes , no,126.15
CMP174 ,CUST4525,New product launch,EMAIL ,Desktop,4/5/2024, yes,Yes,Yes,17.36
CMP834 ,CUST6388,Holiday Promo, Email,Moble,6/12/2024,No,,Yes,199.7
CMP317 ,CUST9638,Holiday Promo,Email,Moble,7/16/2024,,Yes,,80.5
CMP874 ,CUST8130,Holiday  Promo,EMAIL ,mobile ,11/26/2024,Yes,no, no,0
CMP531 ,CUST2953, summer sale, Email,mobile ,1/24/2024,,no,No,85.75
CMP118 ,CUST1076,Black friday,EMAIL ,mobile ,10/22/2024,Yes,,,
CMP116 ,CUST2137,Black friday,Email,tablet ,1/21/2024, yes, yes ,yes ,188.02
CMP669 ,CUST6131,Black friday,Email,desktop,6/26/2024,no ,no,Yes,92.11
CMP205 ,CUST1479,Holiday Promo,Email,tablet ,7/10/2024,No,Yes,yes ,92.06
CMP331 ,CUST3788, summer sale,email,Tablet,12/18/2024,,Yes,Yes,94.27
CMP144 ,CUST2815,Summer Sale,EMAIL ,Mobile,5/12/2024, yes,, no,286.14
CMP241 ,CUST8548, summer sale,email,Desktop,5/18/2024,,no, no,150.55
CMP640 ,CUST4940,New Product Launch, Email,Tablet,12/8/2024, yes, yes , no,154.4
CMP884 ,CUST5853, new product launch ,Email,Desktop,4/25/2024,No,No,Yes,202.42
CMP161 ,CUST4481,Summer Sale,email,desktop,2/8/2024,No,no,Yes,139.1
CMP704 ,CUST9644, black friday,EMAIL ,tablet ,6/23/2024,no ,No,,99.28
CMP324 ,CUST6957,Black Friday, Email,tablet ,2/24/2024,No,no,No,104.29
CMP268 ,CUST6032,New Product Launch,Email,mobile ,2/5/2024,Yes,Yes,No,114.27
CMP291 ,CUST5370,Summer Sale, Email,Tablet,1/9/2024,no , yes ,yes ,117.02
CMP186 ,CUST6806,Black Friday,email,mobile ,3/1/2024,,no,,178.21
CMP379 ,CUST7058, summer sale,Email,Tablet,6/19/2024,no ,No,yes ,124.16
CMP708 ,CUST5520, black friday, Email,Moble,4/6/2024,Yes,Yes,No,178.61
CMP154 ,CUST1584,New Product Launch,EMAIL ,mobile ,2/26/2024,,Yes,yes ,113.54
CMP816 ,CUST7628,Black Friday, Email,Mobile,4/25/2024, yes,no,No,126.29
CMP455 ,CUST5718, new product launch ,EMAIL ,Tablet,3/28/2024,Yes,No,,0
CMP856 ,CUST6002, new product launch ,email,mobile ,12/24/2024,Yes,No,No,193.31
CMP245 ,CUST1208,New product launch, Email,desktop,6/19/2024,Yes,No,yes ,147.72
CMP878 ,CUST1159,New Product Launch,EMAIL ,desktop,2/9/2024,no ,No, no,199.84
CMP117 ,CUST5762,Holiday Promo,email,tablet ,2/26/2024,Yes,Yes,yes ,
CMP852 ,CUST6747, black friday,EMAIL ,Tablet,6/20/2024, yes, yes , no,287.07
CMP408 ,CUST6467, black friday, Email,Mobile,1/7/2024,,Yes,No,108.83
CMP775 ,CUST3320,Holiday  Promo, Email,Mobile,7/29/2024,,no,yes ,208.65
CMP298 ,CUST7189,New product launch,Email,Desktop,4/15/2024,no ,,No,36.81
CMP457 ,CUST6426,Black Friday, Email,Desktop,5/15/2024,No,Yes,,169.02
CMP954 ,CUST3014,Black Friday, Email,Moble,9/23/2024, yes,Yes,Yes,35.73
CMP250 ,CUST8640,New product launch,email,Moble,9/12/2024,,,No,70.1
CMP166 ,CUST5828,Summer Sale, Email,Mobile,6/4/2024, yes,,Yes,273.12
CMP105 ,CUST8050,Holiday  Promo,Email,Mobile,1/28/2024,No, yes ,yes ,104.75
CMP887 ,CUST3540, summer sale,EMAIL ,mobile ,9/14/2024,no ,,Yes,137.39
CMP584 ,CUST6810,Holiday Promo, Email,desktop,5/28/2024,Yes, yes ,yes ,189.61
CMP677 ,CUST8140,New product launch,EMAIL ,tablet ,11/1/2024,No, yes ,No,159.65
CMP408 ,CUST5997, summer sale,EMAIL ,Moble,8/1/2024,,No, no,132.03
CMP639 ,CUST8240, new product launch ,EMAIL ,Moble,8/11/2024,no , yes , no,149.2
CMP520 ,CUST8557,Summer Sale,Email,tablet ,8/26/2024,Yes,No,,312.27
CMP694 ,CUST9391,Holiday  Promo,email,Moble,6/3/2024,, yes ,Yes,115.39
CMP786 ,CUST1097,Black friday, Email,tablet ,7/20/2024,Yes,Yes,yes ,136.09
CMP708 ,CUST2595,holiday promo , Email,Tablet,11/28/2024,Yes,Yes,,204.05
CMP834 ,CUST1868, new product launch ,email,Moble,12/11/2024,,no,No,208.44
CMP755 ,CUST3535,holiday promo ,EMAIL ,Tablet,4/24/2024,no ,,No,214.96
CMP256 ,CUST2983, black friday,Email,mobile ,2/28/2024,Yes,no,Yes,171.1
CMP156 ,CUST2995,holiday promo , Email,desktop,9/15/2024,No,,yes ,28.56
CMP979 ,CUST3018,Black Friday,email,Tablet,11/9/2024,No,No,No,250.67
CMP816 ,CUST9956,Holiday Promo, Email,desktop,3/28/2024, yes,Yes,,28.29
CMP381 ,CUST7409,Black Friday,Email,desktop,9/9/2024,no ,No,Yes,144.21
CMP677 ,CUST7380,Summer Sale,EMAIL ,Mobile,5/25/2024,Yes, yes ,No,59.66
CMP569 ,CUST5536,Summer Sale,email,Desktop,8/27/2024,,No,yes ,114.87
CMP625 ,CUST2028,SUMMER SALE,email,Desktop,12/27/2024,no ,No,yes ,146.3
CMP503 ,CUST2117,New product launch, Email,desktop,12/3/2024,,No,,145.71
CMP894 ,CUST9608,holiday promo ,email,Tablet,12/28/2024,,,yes ,153.75
CMP513 ,CUST2107,Summer Sale,Email,tablet ,10/26/2024,No,Yes,Yes,249.1
CMP587 ,CUST6302,Holiday Promo,email,Mobile,9/12/2024,no ,no,Yes,156.28
CMP217 ,CUST1613, new product launch ,Email,desktop,2/1/2024,,Yes,No,100.47
CMP560 ,CUST7187,SUMMER SALE,email,mobile ,6/13/2024,no ,no,yes ,197.13
CMP265 ,CUST8111, black friday,email,Mobile,4/25/2024,Yes,No,Yes,215.16
CMP468 ,CUST7685,New Product Launch,Email,Desktop,3/12/2024,,no,No,21.79
CMP585 ,CUST9205,Holiday  Promo,EMAIL ,Moble,4/16/2024,No,Yes, no,167.79
CMP994 ,CUST2161,New Product Launch,Email,mobile ,8/6/2024, yes,Yes,Yes,176.09
CMP715 ,CUST9856,Holiday  Promo,Email,mobile ,9/12/2024, yes,no,yes ,96.19
CMP261 ,CUST5719, summer sale,email,tablet ,2/4/2024,,,yes ,230.06
CMP659 ,CUST2816,New Product Launch, Email,Desktop,7/23/2024,Yes, yes , no,108
CMP883 ,CUST1973,SUMMER SALE,email,Moble,5/13/2024,Yes,No, no,130.05
CMP677 ,CUST1579,Holiday  Promo,Email,desktop,2/7/2024,,no,No,106.15
CMP206 ,CUST1583,Black friday,email,Tablet,5/18/2024,no ,no,yes ,121.25
CMP156 ,CUST1431,Holiday Promo, Email,Tablet,4/26/2024,,no,Yes,
CMP812 ,CUST3051,Black Friday, Email,Moble,7/17/2024,Yes,no,Yes,4.8
CMP476 ,CUST6763,Holiday Promo,EMAIL ,desktop,11/11/2024,No,No,Yes,247.56
CMP522 ,CUST9785,New Product Launch,Email,tablet ,10/28/2024,No,Yes,Yes,
CMP284 ,CUST5630,Summer Sale,EMAIL ,Desktop,1/30/2024, yes,No,,40.69
CMP225 ,CUST2258, summer sale,EMAIL ,Moble,7/22/2024,no , yes ,No,0
CMP475 ,CUST5795,New product launch,email,Moble,8/15/2024, yes,,,68.88
CMP520 ,CUST8966,holiday promo ,Email,mobile ,2/23/2024,,No,yes ,14.15
CMP481 ,CUST3325,Summer Sale,email,Tablet,10/10/2024,no ,Yes,Yes,251.36
CMP376 ,CUST5554,New Product Launch, Email,Desktop,9/12/2024,Yes, yes ,,200.79
CMP983 ,CUST7268,Black Friday, Email,Mobile,7/15/2024,No,no,No,64.95
CMP153 ,CUST5999,Summer Sale,EMAIL ,Mobile,12/3/2024, yes,,No,300.19
CMP949 ,CUST8111,Black Friday,Email,tablet ,1/15/2024,,no,yes ,198.54
CMP686 ,CUST9501,holiday promo ,email,desktop,9/30/2024,No,No,Yes,94.01
CMP380 ,CUST2401,Holiday Promo,EMAIL ,Desktop,5/23/2024,Yes,,yes ,0
CMP356 ,CUST1202, summer sale,EMAIL ,Moble,7/4/2024, yes,No, no,303.28
CMP109 ,CUST8642,Summer Sale,EMAIL ,desktop,8/24/2024,No,no,Yes,
CMP383 ,CUST6145, summer sale, Email,mobile ,10/23/2024, yes, yes , no,0
CMP278 ,CUST3406,New Product Launch,Email,mobile ,3/6/2024,Yes,No,,201.81
CMP142 ,CUST4734,Summer Sale,EMAIL ,Desktop,8/13/2024, yes,,Yes,315.18
CMP211 ,CUST2269, black friday, Email,Mobile,11/3/2024,Yes,No,No,230.74
CMP949 ,CUST7815, summer sale, Email,Desktop,6/15/2024,Yes, yes ,,165.11
CMP517 ,CUST7139,Black friday,EMAIL ,Moble,7/3/2024,No, yes ,Yes,167.58
CMP705 ,CUST1418, summer sale,email,tablet ,5/28/2024,,,,188.27
CMP320 ,CUST7206,New Product Launch,Email,Tablet,12/30/2024,no ,Yes,Yes,180.71
CMP688 ,CUST9982, new product launch , Email,Moble,4/24/2024,,Yes,,142.5
CMP632 ,CUST8225,Holiday  Promo,EMAIL ,mobile ,8/29/2024,No, yes ,No,128.34
CMP422 ,CUST2890, new product launch ,email,desktop,7/4/2024, yes,Yes,yes ,114.99
CMP470 ,CUST8932,New Product Launch,email,desktop,10/13/2024,No,,No,59.68
CMP517 ,CUST3263,New Product Launch,EMAIL ,tablet ,10/2/2024, yes, yes ,Yes,97.55
CMP617 ,CUST3431,New Product Launch, Email,Tablet,2/11/2024,No,no,Yes,0
CMP369 ,CUST8698, new product launch ,Email,mobile ,3/26/2024,no ,Yes,No,112.13
CMP987 ,CUST9672,Black Friday, Email,Desktop,2/7/2024,no ,,No,40.91
CMP444 ,CUST6515,New Product Launch,Email,Tablet,12/30/2024,Yes, yes , no,31.71
CMP858 ,CUST8138,holiday promo , Email,Tablet,7/28/2024,No,,,134.39
CMP107 ,CUST7060,New product launch, Email,desktop,2/12/2024,no ,No,,231.36
CMP891 ,CUST2587,Holiday Promo,EMAIL ,desktop,10/28/2024,Yes,,,193.47
CMP964 ,CUST7990,holiday promo ,EMAIL ,desktop,9/25/2024,No,No,Yes,0
CMP384 ,CUST6150, summer sale,EMAIL ,Desktop,4/17/2024,Yes, yes ,yes ,40.83
CMP273 ,CUST5726,holiday promo ,Email,mobile ,9/6/2024,No,Yes,No,195.26
CMP872 ,CUST3766,Summer Sale,Email,Moble,10/9/2024,No,Yes, no,41.4
CMP388 ,CUST7987, new product launch , Email,Moble,1/14/2024,no , yes ,Yes,102.03
CMP222 ,CUST8281,Black Friday, Email,Desktop,12/27/2024,No, yes ,Yes,164
CMP862 ,CUST4644, new product launch ,Email,Desktop,6/30/2024,, yes ,yes ,42.53
CMP625 ,CUST2213, new product launch ,EMAIL ,Mobile,8/20/2024,Yes,,yes ,128.43
CMP776 ,CUST1583,New product launch,Email,mobile ,4/7/2024,,no,No,13.28
CMP581 ,CUST3481,Black friday,email,Tablet,12/10/2024, yes,No,No,71.89
CMP628 ,CUST4509,Summer Sale, Email,Mobile,11/21/2024,,,No,145.58
CMP528 ,CUST5310,New Product Launch, Email,Tablet,12/29/2024, yes,no,,0
CMP998 ,CUST5916,Holiday Promo,EMAIL ,Tablet,12/2/2024,no ,no,,155.24
CMP402 ,CUST2581,Holiday Promo,Email,tablet ,7/1/2024,no ,no,yes ,118.43
CMP218 ,CUST3886,Black friday,EMAIL ,Tablet,5/6/2024, yes,no,No,164.2
CMP984 ,CUST9014,New Product Launch, Email,Tablet,9/4/2024,Yes, yes ,yes ,137.91
CMP971 ,CUST7701,Summer Sale,EMAIL ,Desktop,9/16/2024,no ,no, no,229.13
CMP155 ,CUST5396,Black friday,email,Desktop,8/5/2024, yes,no, no,130.02
CMP270 ,CUST9782,Holiday Promo,Email,Moble,4/23/2024,No,,,85.65
CMP121 ,CUST7212, summer sale,EMAIL ,Desktop,1/11/2024,Yes,Yes,,129.78
